REFERENCE,ISSUE,TITLE,MSN,MSN_STANDARD,FAL_IDENTIFIER,VERSION_RANK,ATA,STATION_NAME,TYPE_NAME,COMPLEMENT_LABEL,COMPLEMENT,GTI_IDENT,RTI_IDENT,STATUS,URGENT_NEED,GTD_IMPUTATION,CREATION_DATE,OPEN_DATE,ANALYSE_DATE,ANSWER_DATE,CLOSURE_DATE,CANCEL_DATE,LAST_REALLOCATED_NAME,LAST_REALLOCATED_DATE,REALLOCATED_REASON,MULTI_ANSWER,TEXT,ANSWER_TYPE_NAME,ANSWER_COMPLEMENT_LABEL,ANSWER_COMPLEMENT
N13158DU0003,1,Changement du cable 2373-5534,13158,ST8,L,PGT04/4,,ST41,Intervention,WO/NC/Input,216048811,,,CLOSED,N,N,2026-01-07 11:00:00,2026-01-07 11:00:00,2026-01-07 11:46:00,2026-01-07 14:34:00,2026-01-08 08:47:00,,BSENT,2026-01-07 11:27:00,Mickael ATA 23-73/26(WQ): C.CHINCHOLLE ATA 26(WQ): A.DREMONT ATA 31: D.CHAPIN ATA 33: D.TREY,Y,"#[NW]#NC#IC 216048811#WN#2373-5534#  NC: IC 216048811 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Fil endommagé/coupé [NW] Numéro de câble: 2373-5534   Rubriques: Câblage Câblage: Ajout, Remplacement, câbles coupés Raison Câblage: Câble coupé / remplacé FIN (préciser les numéros des extrémités) ou Câble (préciser le numéro): 2373-5534 Précisez si des éléments ont été déposés pour accéder à l'intervention: 2818VCA connexion reconnexion  Texte libre : (complément d'informations): Lors de l'intervention du changement du câble 2373-5534, la prise 2818VCA mobile va être déconnectée reconnectée, demande de conduite à tenir. Numéro de téléphone pro: 0664248789",Intervention,WO/NC/Input,216048811
N13158DU0002,1,Prise 300RH1 C débranchée/rebranchée,13158,ST8,L,PGT04/4,,ST41,Intervention,WO/NC/Input,216053204,,,CLOSED,N,N,2026-01-06 15:42:00,2026-01-06 15:42:00,2026-01-07 07:19:00,2026-01-07 07:19:00,2026-01-07 15:04:00,,BSENT,2026-01-06 16:14:00,SEAPHANH,Y,"#[NV]#NC#216053204#FIN#300RH1 C#  NC: 216053204 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 300RH1 C  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 300RH1 C  Texte libre : (complément d'informations):  Bonjour, Suite à l'intervention 216053204, la prise 300RH1 C va être débranchée/rebranchée  Demande de conduite à suivre.   Numéro de téléphone pro: 0672165145 ",Intervention,WO/NC/Input,216053204
N13140DU0002,1,Demande de reprise d'essai suite à changement de module 27 sur la 1860VT,13140,ST5,S,SAS03/83,,ST35,Intervention,WO/NC/Input,216079253,,,ANALYSED,N,N,2026-01-12 14:29:00,2026-01-12 14:29:00,2026-01-12 14:50:00,,,,BSENT,2026-01-12 14:40:00,Mickael ATA 22: S.POTIE ATA 27: G.BALANSA ATA 31: D.CHAPIN ATA 34(+ATA 31): Y.JABRI,Y,"#[NV]#NC#216079253#FIN#1860VT27#  NC: 216079253 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 1860VT27  Rubriques: Divers élec Divers élec: Intervention sur VN/VG/VT Dépose / pose ou Remplacement: Remplacement FIN des éléments: 1860VT27 Numéro de câble (si possible):  Texte libre : (complément d'informations): DU suite au remplacement du module 27 sur la 1860VT Numéro de téléphone pro: 0611263811",Intervention,WO/NC/Input,216079253
N13139DU0002,1,Intervention sur prise 102TD-E,13139,ST8,L,72X08/49,,ST41,Intervention,WO/NC/Input,NC 215917220,,,OBSOLETE,N,N,2025-12-17 10:36:00,2025-12-17 10:36:00,2025-12-17 12:07:00,2025-12-17 15:13:00,,,BSENT,2025-12-17 11:37:00,Mickael ATA 21: R.GRIL ATA 22(ATA31): S.POTIE ATA 23: D.BARON ATA 31: D.CHAPIN ATA 34(+ATA34): Y.JABRI ATA 46(ATA 31): M.COLONNA,Y,"#[NV]#NC#215917220#FIN#102TD-E#  NC: 215917220 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 102TD-E  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 102TD-E  Texte libre :  Bonjour, Suite à la NC 215917220 (détrompeur de la prise 102TD-E abimé) , la prise 102TD-E a été débranché/rebranché,  Demande de conduite à suivre. Merci d'avance  Numéro de téléphone pro: 0672165145",Intervention,WO/NC/Input,NC 215917220
N13139DU0002,2,Intervention sur prise 102TD-E,13139,ST8,L,72X08/49,,ST41,Intervention,WO/NC/Input,NC 215917220,,,CLOSED (New issue),N,N,2025-12-18 10:30:00,2025-12-18 10:36:00,2025-12-18 11:58:00,2025-12-18 16:47:00,2026-01-05 18:00:00,,,,,Y,"#[NV]#NC#215917220#FIN#102TD-E#  NC: 215917220 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 102TD-E  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 102TD-E  Texte libre :  Bonjour, Suite à la NC 215917220 (détrompeur de la prise 102TD-E abimé) , la prise 102TD-E a été débranché/rebranché,  Demande de conduite à suivre. Merci d'avance  Numéro de téléphone pro: 0672165145  ---------------------------------  Bonjour,  Je me suis trompé sur le MSN concerné par la NC 215917220  Le bon MSN est le 12917  Pouvez-vous supprimer la RTI N13139TOE0003 crée pour le mauvais MSN svp ?  Demande de conduite à suivre  Pardon d'avance pour le temps perdu. ",Intervention,WO/NC/Input,NC 215917220
N13139DU0001,1,Les prises 1510VC / 1510VC-A vont être changées + 1200VC débranchée/rebranchée ,13139,ST8,L,72X08/49,,ST42,Intervention,WO/NC/Input,215974983,,,CLOSED,N,N,2025-12-15 17:58:00,2025-12-15 17:58:00,2025-12-16 10:16:00,2025-12-17 12:34:00,2025-12-17 15:53:00,,BSENT,2025-12-16 09:07:00,Mickael ATA 21: R.GRIL ATA 22: S.POTIE ATA 23: D.BARON ATA 26(WD)/7X: F.APOLLIS ATA 27: G.BALANSA ATA 28: P-A.LISSALDE ATA 29/52(ATA31): T.MATTIUZZO ATA 30/33: B.BARBE ATA 31: D.CHAPIN ATA 32: K.BRU ATA 33: C.BERTRAND ATA 34: Y.JABRI ATA 46: M.COLONNA,Y,"#[NP]#NC#215974983#FIN#1510VC-A#  NC: 215974983 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Pin tordue [NP] FIN Number: 1510VC-A  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 1510VC-A / 1510VC / 1200VC  Texte libre : (complément d'informations): Bonjour,   Les prises 1510VC et 1510VC-A vont être changées.  Lors du dépannage, la prise 1200VC a été débranchée / rebranchée.   Demande de conduite à tenir   Cordialement, Thibo  Numéro de téléphone pro: 0607753601",Intervention,WO/NC/Input,215974983
N13137DU0005,1,Remplacement 36WR ,13137,ST5,S,TAP09/3,,ST25,Intervention,WO/NC/Input,216087477,,,OPEN,N,N,2026-01-12 21:58:00,2026-01-12 21:58:00,,,,,,,,N,#[NV]#NC#216087477#FIN#36WR#  NC: 216087477 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] FIN Number: 36WR  Rubriques: Elément cabine Elément à déposer: Encadrement/habillage porte Numéro de la porte: 4 Côté: Droit Déconnexion tuyauterie Air : Non FIN des prises débranchées: 36WR  Texte libre : (complément d'informations): Remplacement de la boîte O2 ( 36WR ) sur encadrement door 4RH Numéro de téléphone pro: 000000,Intervention,WO/NC/Input,216087477
N13137DU0004,1,Replacement fuel pipe UK ( 216068766),13137,ST5,S,TAP09/3,28.0,ST25,Intervention,WO/NC/Input,216068766,,,ANALYSED,N,N,2026-01-12 13:43:00,2026-01-12 13:43:00,2026-01-12 17:02:00,,,,BSENT,2026-01-12 13:51:00,Mickael ATA 20: B.TORRA ATA 28: P-A.LISSALDE,Y,"#[NV]#NC#216069461#PN#D5725023200202#  NC: 216069461 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] Part Number: D5725023200202  Rubriques: Eléments mécanique Pièces structure avion: Tuyauteries Dépose / Pose ou Remplacement: Remplacement Système: Fuel Côté: Gauche Repère mécanique (P/N) ou FIN: D5725023200202 Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): Caisson voilure LH rib 2/3 Panneaux ou portes ouvertes pour accéder à l'élément : : 540AB (tjr ouverte pour l'instant)  Texte libre : (complément d'informations): Demande de reprise d'essais suite à remplacement tuyauterie UK via NC 216068766 Numéro de téléphone pro: i06 07 53 74 42",Intervention,WO/NC/Input,216068766
N13137DU0001,1,Changement de module suite à NC,13137,ST5,S,TAP09/3,22.0,ST35,Intervention,WO/NC/Input,216004691,,,CLOSED,N,N,2025-12-18 04:19:00,2025-12-18 04:19:00,2025-12-18 15:28:00,2025-12-18 16:15:00,2025-12-19 01:13:00,,BSENT,2025-12-18 08:20:00,Mickael ATA 22(+ATA31): S.POTIE ATA 31: D.CHAPIN ATA 34: Y.JABRI,Y,"#[NV]#NC#216004691#FIN#1851VT - module 40#  NC: 216004691 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément rayé, impacté, cassé [NV] FIN Number: 1851VT - module 40  Rubriques: Divers élec Divers élec: Intervention sur VN/VG/VT Dépose / pose ou Remplacement: Remplacement FIN des éléments: 1851VT - module 40 Numéro de câble (si possible): 2286-xxxx  Texte libre : (complément d'informations): changement de module suite à une panne au sonnage Numéro de téléphone pro: 0676792731",Intervention,WO/NC/Input,216004691
N13134DU0023,1,Dépose / repose 1WT3,13134,ST8,L,WZZ07/45,31.0,ST25,Intervention,WO/NC/Input,216069431,,,OPEN,N,N,2026-01-12 18:04:00,2026-01-12 18:04:00,,,,,,,,N,"#[NQ]#NC#216069431#FIN#1WT3#  NC: 216069431 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Stamp calculateur ou trait de torquage manquant/endommagé [NQ] FIN Number: 1WT3  Rubriques: Equipements rackés Equipements rackés: Dépose / repose FIN des équipements impactés: 1WT3  Texte libre : (complément d'informations): Bonjour, Suite à la NC 216069431, le calculateur 1WT3 à été déposé puis reposé. Demandons conduite à tenir. Merci.  Numéro de téléphone pro: 0631741874",Intervention,WO/NC/Input,216069431
N13134DU0022,1,Contacts 46 et 47 dépinouillés sur prise 112VC,13134,ST8,L,WZZ07/45,22.0,ST25,Intervention,WO/NC/Input,216094900,,,OPEN,N,N,2026-01-12 17:51:00,2026-01-12 17:51:00,,,,,,,,N,"#[NI]#NC#216094900#FIN#112VC#  NC: 216094900 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Pin au mauvais endroit [NI] FIN Number: 112VC  Rubriques: Prises Prises: Prise dépinouillée Liste des FINs impactés (Prises): 112VC  Texte libre : (complément d'informations): Bonjour, Suite à la NC 216094900, les contacts 46 et 47 de la prise 112VC vont être dépinouillés puis repinouillés pour remise en conformité. Demandons conduite à tenir. Merci. Numéro de téléphone pro: 0631741874",Intervention,WO/NC/Input,216094900
N13134DU0021,1,2985VC PIN TORDU,13134,ST8,L,WZZ07/45,,ST25,Intervention,WO/NC/Input,216090795,,,OPEN,N,N,2026-01-12 17:07:00,2026-01-12 17:07:00,,,,,,,,N,#[NP]#NC#216090795#FIN#2985VC#  NC: 216090795 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Pin tordue [NP] FIN Number: 2985VC  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 2985VC  Texte libre : (complément d'informations): Numéro de téléphone pro: 0779491825,Intervention,WO/NC/Input,216090795
N13134DU0020,1,Demande essai PSU suite remontage hatrack C51/55 LH,13134,ST8,L,WZZ07/45,25.0,ST37,Intervention,WO/NC/Input,1027887824,,,CLOSED,N,N,2026-01-10 07:06:00,2026-01-10 07:06:00,2026-01-12 08:41:00,2026-01-12 13:46:00,2026-01-12 23:58:00,,BSENT,2026-01-12 08:22:00,"pierre ATA21/35, MR ATA23, CC ATA33, CB",Y,"#[CW]#WO#1027887824#PN#14C15L21D700009#  Work order Number: 1027887824 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: OSW (travaux restants) Type de défaut (2 letter code): OSW (travaux restants) [CW] Part Number: 14C15L21D700009  Rubriques: Elément cabine Elément à déposer: Hatrack Seat Row et/ou Cadres: Cadres 51 à 55 Côté: Gauche FINs des prises débranchées: 7381VC116   7381VC131   7381VC133  Texte libre : (complément d'informations): Suite au remontage de l'hatrack FR51/55 via OF1027887824, il est demandé de faire une DU sur les PSU sous le hatrack. Numéro de téléphone pro: 0633292337",Intervention,WO/NC/Input,1027887824
N13134DU0019,1,Remplacement 2707GJ,13134,ST8,L,WZZ07/45,29.0,ST25,Intervention,WO/NC/Input,216070073,,,CLOSED,N,N,2026-01-09 15:20:00,2026-01-09 15:20:00,2026-01-12 10:46:00,2026-01-12 10:46:00,2026-01-12 15:35:00,,BSENT,2026-01-09 15:24:00,pierre,Y,"#[NF]#NC#216070073#FIN#2707GJ#  NC: 216070073 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Fonctionnelle Type de défaut (2 letter code): Défaut fonctionnel [NF] FIN Number: 2707GJ  Rubriques: Divers élec Divers élec: Autres élément électrique (diodes, capteurs, ...) Dépose / pose ou Remplacement: Remplacement FIN des éléments: 2707GJ Numéro de câble (si possible):  Texte libre : (complément d'informations): Bonjour, Suite à la NC 216070073, le détecteur de déséquilibre 2707GJ va être remplacé. Demandons conduite à tenir. Merci. Numéro de téléphone pro: 0631741874 ",Intervention,WO/NC/Input,216070073
N13134DU0017,1,Chantier G4 // Hatracks // Encadrements,13134,ST8,L,WZZ07/45,33.0,ST25,Intervention,WO/NC/Input,215986000,,,OBSOLETE (New issue),N,N,2026-01-08 10:41:00,2026-01-08 10:41:00,2026-01-08 11:33:00,2026-01-08 11:33:00,,,,,,N,#[NW]#NC#215986000#FIN#2423-6516#  NC: 215986000 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Fil endommagé/coupé [NW] FIN Number: 2423-6516  Rubriques: Chantier / Elément complet Nom ou raison du chantier: G4 + Hatracks + Encadrements déposés Prises déconnectées: 7200VT // 7043VC670A // 7041VC670A // 7041VC680A // 7047VC680A // 7045VC680A // 320RH9A // 7192VCA // 7193VC // 7191VC // 7040VC680A // 7044VC680A // 7046VC680A // 7050VC680A // 7042VC670A // 7381VC94 // 7381VC95 // 7381VC96 // 7381VC136 // 7381VC151 // 7381VC152 // 7381VC153 // 7381VC155 // 7391VC154 // 7381VC116 // 7381VC131 // 7381VC132 // 7393VC550A // 7393VC474A // 7393VC630A // 7393VC660A // 7525VC640A // 7392VC660A // 7392VC630A //  Numéro de téléphone pro: 0779491825 ,Intervention,WO/NC/Input,215986000
N13134DU0017,2,Chantier G4 // Hatracks // Encadrements,13134,ST8,L,WZZ07/45,33.0,ST25,Intervention,WO/NC/Input,215986000,,,OBSOLETE (New issue),N,N,2026-01-08 12:38:00,2026-01-08 12:39:00,2026-01-08 15:11:00,2026-01-08 15:11:00,,,,,,N,"#[NW]#NC#215986000#FIN#2423-6516#  NC: 215986000 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Fil endommagé/coupé [NW] FIN Number: 2423-6516  Rubriques: Chantier / Elément complet Nom ou raison du chantier: G4 + Hatracks + Encadrements déposés Prises déconnectées: 7200VT // 7043VC670A // 7041VC670A // 7041VC680A // 7047VC680A // 7045VC680A // 320RH9A // 7192VCA // 7193VC // 7191VC // 7040VC680A // 7044VC680A // 7046VC680A // 7050VC680A // 7042VC670A // 7381VC94 // 7381VC95 // 7381VC96 // 7381VC136 // 7381VC151 // 7381VC152 // 7381VC153 // 7381VC155 // 7391VC154 // 7381VC116 // 7381VC131 // 7381VC132 // 7393VC550A // 7393VC474A // 7393VC630A // 7393VC660A // 7525VC640A // 7392VC660A // 7392VC630A //  Numéro de téléphone pro: 0779491825  Bonjour, 7381VC54 désolé erreur d'écriture ",Intervention,WO/NC/Input,215986000
N13134DU0016,1,Prises 271VC / 1969VC déco/reco,13134,ST8,L,WZZ07/45,,ST25,Intervention,WO/NC/Input,1027800550,,,CLOSED,N,N,2026-01-08 06:46:00,2026-01-08 06:46:00,2026-01-08 08:26:00,2026-01-08 17:20:00,2026-01-08 17:56:00,,BSENT,2026-01-08 08:07:00,"pierre ATA21, MC ATA23, DBA ATA27, GB ATA36, KB",Y,#[NB]#GTI/RTI#TOC002 WO1027800550#FIN#271VC et 1969VC#  GTI/RTI: TOC002 WO1027800550 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Stamp de prise déchiré [NB] FIN Number: 271VC et 1969VC  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 271VC et 1969VC  Texte libre : (complément d'informations): Suite à recherche de panne nous avons déconnectés les prise 271VC et 1969 VC pour sonnage de continuité. Numéro de téléphone pro: 0786141281,Intervention,WO/NC/Input,1027800550
N13134DU0015,1,Remplacement tuyauterie souple D3411004701040,13134,ST8,L,WZZ07/45,,ST25,Intervention,WO/NC/Input,216045966,,,CLOSED,N,N,2026-01-07 23:59:00,2026-01-07 23:59:00,2026-01-08 15:25:00,2026-01-08 15:25:00,2026-01-08 17:55:00,,BSENT,2026-01-08 07:58:00,pierre,Y,"#[NV]#NC#216045966#PN#D3411004701040 #  NC: 216045966 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] Part Number: D3411004701040  Rubriques: Eléments mécanique Pièces structure avion: Tuyauteries Dépose / Pose ou Remplacement: Remplacement Système: Air Précisez la référence (P/N): D3411004701040 Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): 106VU Tenant ou aboutissant de la ligne (FIN, élément,..): 19FP1  Texte libre : (complément d'informations): Bonjour, la tuyauterie souple D3411004701040 a été remplacée, merci de fournir les RTI nécessaires. Demandons conduite à tenir  Numéro de téléphone pro: 06 07 89 45 74",Intervention,WO/NC/Input,216045966
N13134DU0014,1, 1WW1 a été déposé reposé ,13134,ST8,L,WZZ07/45,,ST25,Intervention,WO/NC/Input,216029534,,,CLOSED,N,N,2026-01-07 23:22:00,2026-01-07 23:22:00,2026-01-08 09:10:00,2026-01-08 09:10:00,2026-01-08 10:41:00,,BSENT,2026-01-08 07:56:00,pierre,Y,#[NV]#NC#216029534#FIN#1WW1#  NC: 216029534 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] FIN Number: 1WW1  Rubriques: Equipements rackés Equipements rackés: Dépose / repose FIN des équipements impactés: 1WW1  Texte libre : (complément d'informations):   Bonjour le calculateur 1WW1 a été déposé reposé pour le changement d'un locker rack.  Demandons conduite à tenir  Numéro de téléphone pro: 06 07 89 45 74,Intervention,WO/NC/Input,216029534
N13134DU0013,1,Remplacement câble 2423-6516 B,13134,ST8,L,WZZ07/45,24.0,ST25,Intervention,WO/NC/Input,215986000,,,OBSOLETE,N,N,2026-01-07 11:15:00,2026-01-07 11:15:00,2026-01-07 14:56:00,2026-01-08 10:08:00,,,BSENT,2026-01-07 14:26:00,SEAPHANH ATA 21 - MC ATA 24 - TO + GB ATA 26/49/7X - FAP ATA 27 - GB ATA 31 - DC ATA 32 - KB,Y,"#[NW]#NC#215986000#WN#2423-6516 B#  NC: 215986000 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Fil endommagé/coupé [NW] Numéro de câble: 2423-6516 B   Rubriques: Câblage Câblage: Ajout, Remplacement, câbles coupés Raison Câblage: Câble coupé / remplacé FIN (préciser les numéros des extrémités) ou Câble (préciser le numéro): 2985VC // 7120VC Précisez si des éléments ont été déposés pour accéder à l'intervention:  Texte libre : (complément d'informations): Bonjour, Suite à la NC 215986000, le câble 2423-6516 B va être remplacé. Demandons conduite à tenir. Merci.  Numéro de téléphone pro: 0631741874 ",Intervention,WO/NC/Input,215986000
N13134DU0012,1,Remplacement Manifold,13134,ST8,L,WZZ07/45,29.0,ST25,Intervention,WO/NC/Input,215991883,,,CLOSED,N,N,2026-01-07 08:46:00,2026-01-07 08:46:00,2026-01-07 11:19:00,2026-01-07 11:26:00,2026-01-07 12:37:00,,BSENT,2026-01-07 10:32:00,Mickael ATA 29: F.CABRERA ATA 32: K.BRU,Y,"#[NQ]#NC#215991883#PN#D2905606600200#  NC: 215991883 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Stamp calculateur ou trait de torquage manquant/endommagé [NQ] Part Number: D2905606600200  Rubriques: Eléments mécanique Pièces structure avion: Autres Dépose / Pose ou Remplacement: Remplacement Système: Hydraulique Circuit: Jaune Précisez la référence (P/N): D2905606600200 Identification ligne: Brake press Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): Case de train MLG Gauche Tenant ou aboutissant de la ligne (FIN + port hydraulique): La bâche hydraulique a t-elle été vidée ?: OUI  Texte libre : (complément d'informations): Bonjour, Suite à la NC 215991883, le manifold hydraulique D2905606600200 va être remplacé. Demandons conduite à tenir. Merci. Numéro de téléphone pro: 0631741874",Intervention,WO/NC/Input,215991883
N13134DU0011,1,Chantier dépose G4,13134,ST8,L,WZZ07/45,,ST25,Intervention,WO/NC/Input,215986000,,,OBSOLETE (New issue),N,N,2026-01-06 22:54:00,2026-01-06 22:54:00,2026-01-07 15:15:00,2026-01-07 15:15:00,,,,,,N,"#[NW]#NC#215986000#WN#2423-6516#  NC: 215986000 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Fil endommagé/coupé [NW] Numéro de câble: 2423-6516   Rubriques: Chantier / Elément complet Nom ou raison du chantier: Dépose galley 4 Prises déconnectées: 7200VT // 7381VC155 // 7381VC153 // 7381VC151 // 7381VC136 // 7381VC163 // 7381VC162 // 7381VC161 // 7381VC146 // 7045VC680 // 7044VC680 // 7046VC680 // 7047VC680VC // 7193VC // 7191VC Equipements déposés (FIN): 6482MM // 5108MM Eléments mécaniques déposés (P/N): Panneaux déposés : Panneaux encadrement porte dépose Eléments cabine déposés (FIN, P/N, etc...): Autres:  Texte libre : (complément d'informations):   Bonjour, pour le changement du câble 2423-6516, le galley 4 a été déposée dans son intégralité, les prises 7200VT // 7381VC155 // 7381VC153 // 7381VC151 // 7381VC136 // 7381VC163 // 7381VC162 // 7381VC161 // 7381VC146 // 7045VC680 // 7044VC680 // 7046VC680 // 7047VC680VC // 7193VC // 7191VC ont été déconnectés, merci de nous fournir les RTI nécessaires.   Demandons conduite à tenir. Numéro de téléphone pro: 06 07 89 45 74",Intervention,WO/NC/Input,215986000
N13134DU0010,1,Prises débranchées / rebranchées,13134,ST8,L,WZZ07/45,36.0,ST25,Intervention,WO/NC/Input,1027764620,,,CLOSED,N,N,2026-01-06 09:27:00,2026-01-06 09:27:00,2026-01-06 13:19:00,2026-01-06 14:38:00,2026-01-07 06:51:00,,BSENT,2026-01-06 11:23:00,SEAPHANH ATA 36 - KB ATA 47 - FC,Y,"#[CW]#GTI/RTI#N13134 TOE 0002#FIN#6HC // 111HW#  GTI/RTI: N13134 TOE 0002 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: OSW (travaux restants) Type de défaut (2 letter code): OSW (travaux restants) [CW] FIN Number: 6HC // 111HW  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 6HV // 111HW  Texte libre : (complément d'informations): Bonjour, Suite à la TOE 0002 les prises 6HV et 111HW ont été déconnectées puis reconnectées. Demandons conduite à tenir. Merci. Numéro de téléphone pro: 0631741874 ",Intervention,WO/NC/Input,1027764620
N13134DU0008,1,APU pipe fuel Incorrect Thread,13134,ST8,L,WZZ07/45,,ST25,Intervention,WO/NC/Input,216044781,,,CLOSED,N,N,2026-01-05 22:57:00,2026-01-05 22:57:00,2026-01-06 16:15:00,2026-01-06 16:15:00,2026-01-07 06:51:00,,BSENT,2026-01-06 08:12:00,pierre,Y,"#[NV]#NC#216044781#FIN#6901417200#  NC: 216044781 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Mécanique Type de défaut (2 letter code): Défauts visuels sur les pièces [NV] FIN Number: 6901417200  Rubriques: Eléments mécanique Pièces structure avion: Tuyauteries Dépose / Pose ou Remplacement: Dépose / Pose Système: Fuel Côté: Gauche Repère mécanique (P/N) ou FIN: AE7013061H0283 Zone (ex : Ventre Mou, Voilure&Nervure, Fuselage&Cadre, Moteur, etc...): APU Cadre 77 à 79 Panneaux ou portes ouvertes pour accéder à l'élément : : Porte APU  Texte libre : (complément d'informations): Numéro de téléphone pro: 0670171656",Intervention,WO/NC/Input,216044781
N13134DU0005,1,Deco reco 1961VC 1969VC,13134,ST8,L,WZZ07/45,,ST35,Intervention,WO/NC/Input,1027630926,,,CLOSED,N,N,2025-12-18 15:01:00,2025-12-18 15:01:00,2025-12-18 15:43:00,2025-12-19 15:05:00,2025-12-19 15:13:00,,BSENT,2025-12-18 15:21:00,Mickael ATA 21: R.GRIL ATA 27: G.BALANSA ATA 36: K.BRU ATA 47: F.CABRERA,Y,"#[NM]#WO#1027630926#FIN#1961VC 1969VC#  Work order Number: 1027630926 Type de défaut (code à 2 lettres) - Choisissez d'abord la catégorie du défaut: Installation Électrique Type de défaut (2 letter code): Elément manquant / non installé [NM] FIN Number: 1961VC 1969VC  Rubriques: Prises Prises: Prise débranchée/rebranchée Liste des FINs impactés (Prises): 1961VC 1969VC  Texte libre : (complément d'informations): Bonjour, lors d'un TBS, nous avons débranché puis rebranché les prises 1961VC et 1969VC, demandons conduite à tenir Numéro de téléphone pro: 0607101379",Intervention,WO/NC/Input,1027630926
